run	arm	model	prompt	turn	share_ab_all	share_ba_all	share_ab_last3	share_ba_last3	secs
pilot	B	qwen2.5:7b	1	9	0.5250	0.4884	1.0000	1.0000	1.8
pilot	B	qwen2.5:7b	2	0	0.0351	0.0190	0.0351	0.0190	5.1
pilot	B	qwen2.5:7b	2	1	0.1273	0.1304	0.1273	0.1304	5.5
pilot	B	qwen2.5:7b	2	2	0.1754	0.1794	0.1754	0.1794	4.4
pilot	B	qwen2.5:7b	2	3	0.3297	0.3434	0.3545	0.4815	4.7
pilot	B	qwen2.5:7b	2	4	0.4140	0.4887	0.7114	0.9907	4.9
pilot	B	qwen2.5:7b	2	5	0.4140	0.4887	0.7075	0.9868	5.0
pilot	B	qwen2.5:7b	2	6	0.4140	0.4887	0.9867	0.9867	5.0
pilot	B	qwen2.5:7b	2	7	0.4140	0.4887	0.9867	0.9867	5.0
pilot	B	qwen2.5:7b	2	8	0.4140	0.4887	0.9867	0.9867	5.0
pilot	B	qwen2.5:7b	2	9	0.4140	0.4887	0.9867	0.9867	5.1
pilot	B	qwen2.5:7b	3	0	0.0000	0.0000	0.0000	0.0000	3.0
pilot	B	qwen2.5:7b	3	1	0.1008	0.0902	0.1008	0.0902	6.0
pilot	B	qwen2.5:7b	3	2	0.2222	0.2222	0.2222	0.2222	4.3
pilot	B	qwen2.5:7b	3	3	0.3155	0.3591	0.3714	0.4676	4.1
pilot	B	qwen2.5:7b	3	4	0.3188	0.3626	0.5934	0.9643	4.2
pilot	B	qwen2.5:7b	3	5	0.3188	0.3626	0.9818	0.9643	4.1
pilot	B	qwen2.5:7b	3	6	0.3188	0.3626	1.0000	0.9818	4.2
pilot	B	qwen2.5:7b	3	7	0.3188	0.3626	1.0000	1.0000	4.2
pilot	B	qwen2.5:7b	3	8	0.3188	0.3626	1.0000	1.0000	4.2
pilot	B	qwen2.5:7b	3	9	0.3188	0.3626	1.0000	1.0000	4.2
pilot	B	qwen2.5:7b	4	0	0.0000	0.0000	0.0000	0.0000	1.8
pilot	B	qwen2.5:7b	4	1	0.0000	0.0000	0.0000	0.0000	2.1
pilot	B	qwen2.5:7b	4	2	0.0164	0.0200	0.0164	0.0200	1.6
pilot	B	qwen2.5:7b	4	3	0.0506	0.0580	0.0678	0.0755	1.7
pilot	B	qwen2.5:7b	4	4	0.0435	0.0476	0.0625	0.0625	1.5
pilot	B	qwen2.5:7b	4	5	0.1682	0.1957	0.3478	0.3810	1.5
pilot	B	qwen2.5:7b	4	6	0.2261	0.2796	0.6111	0.9167	1.5
pilot	B	qwen2.5:7b	4	7	0.2328	0.2903	0.5417	1.0000	1.5
pilot	B	qwen2.5:7b	4	8	0.2328	0.2903	0.9286	1.0000	1.5
pilot	B	qwen2.5:7b	4	9	0.2328	0.2903	0.9231	1.0000	1.5
